TOKEN_ID,TOKEN_NAME,Species,Location,Muscles,Armour,Helmet,Trim,Helmet Glow,Body Glow,Katanas,Katana Left,Katana Right,Robes,Shoulder Robe Right,Rare Equipment #1,Rare Equipment #2,Rare Equipment #3,Kunais,Kunai Left,Kunai Right,Shoulder Robe Left,Special Ability #1,Crossbow,Jetpack,Zweihanders,Zweihander Left,Glitchcloak,Special Ability #2,Shield,Speed,Stamina,Craftsmanship,Defence,Stealth,Leadership,Communication,Weapon Skill,Attack,Charge,Toughness,Health,Range,Damage,Intelligence,Freewill,Psychic,Magic,Battle Score,Medi Kits,Special Ability #3,Hood,Shadow Blades,Shadow Blade Right,Spears,Spear Left,Swiftcloak,Spear Right,Zweihander Right,Special Ability #4,Special Ability #5,Special Ability #6,Special Ability #7,Shadow Blade Left
76,Caris,Construction,Crane Sunset,Amber,Grey,Rust,Amber,Yellow,Yellow,,,,,,,,,,,,,Brickie,,Equipped,,,,Jetburst,,80.0,61.0,101.0,29.0,46.0,4.0,100.0,43.0,43.0,65.0,40.0,53.0,43.0,40.0,85.0,85.0,0.0,0.0,51.0,Right,,,,,,,,,,,,,,
77,Quinita,Sand,Desert,Glossy Black,Tan,Tan,Amber,Yellow,Orange,Single,,Plasma Orange,Single,,,,,Dual,Black Tip Kunai,Black Tip Kunai,Nylon Fabric Black Worn,Plasma burn,,,,,,,,73.0,67.0,70.0,63.0,57.0,66.0,100.0,73.0,66.0,52.0,49.0,49.0,62.0,83.0,85.0,85.0,0.0,0.0,61.0,,,Nylon Fabric Black Worn,,,Single,Yellow,,,,,,,,
78,Alvarenga,Sand,Desert,Tan,Tan,Amber,Amber,Green,Orange,Dual,Plasma Blue,Plasma Blue,Full,Nylon Fabric Black Worn,,,,Dual,Black Tip Kunai,Black Tip Kunai,Nylon Fabric Black Worn,Circus knives,,Equipped,,,,Shadow born,,96.0,78.0,72.0,63.0,64.0,66.0,100.0,73.0,71.0,61.0,48.0,48.0,73.0,77.0,85.0,85.0,0.0,0.0,64.0,,,,,,,,,,,,,,,
79,Belladonna,Snow,Arctic,White,Glossy White,Snow Camo,White,Blue,Blue,Dual,Plasma Blue,Plasma Blue,Full,Mesh Maroon,,,,Single,Black Tip Kunai,,Mesh Maroon,Shadow born,,,,,,,,82.0,77.0,62.0,70.0,52.0,81.0,100.0,76.0,70.0,55.0,56.0,56.0,63.0,71.0,85.0,85.0,0.0,0.0,63.0,,,Mesh Maroon,,,,,,,,,,,,
80,Alpha,Construction,Crane Sunset,Grey,Amber,Rust,Grey,Yellow,Yellow,,,,,,,,,,,,,,,,,,,,,60.0,56.0,101.0,38.0,40.0,5.0,100.0,42.0,42.0,42.0,40.0,59.0,35.0,40.0,85.0,85.0,0.0,0.0,48.0,Dual,,,,,,,,,,,,,,
81,Schrom,Logistics,Warehouse,Rust,Rust,Rust,,Yellow,Orange,,,,,,,,,,,,,Blind charge,,Equipped,,,,Artisan,,83.0,50.0,104.0,16.0,47.0,-7.0,100.0,25.0,37.0,70.0,24.0,33.0,43.0,35.0,85.0,85.0,0.0,0.0,46.0,Left,Jetburst,,,,,,,,,,,,,
82,Tiauna,Police,Urban,Carbon Grey,Carbon Grey,Dark Blue,Carbon Grey,Blue,,Dual,Plasma Blue,Plasma Blue,,,,,,,,,,Toughstuff,,,,,,,Equipped,82.0,72.0,60.0,89.0,41.0,61.0,100.0,70.0,68.0,54.0,57.0,73.0,38.0,52.0,85.0,85.0,0.0,0.0,60.0,,,,,,,,,,,,,,,
83,Winikow,Citizen,Alley,Grey,Carbon Grey,Urban Camo,Carbon Grey,Orange,,,,,,,,,,,,,,Artisan,,,,,,Herd immunity,,66.0,63.0,95.0,54.0,47.0,32.0,100.0,54.0,49.0,44.0,46.0,89.0,31.0,40.0,85.0,85.0,0.0,0.0,54.0,Dual,Healer,,,,,,,,,,,,,
84,Laterica,Construction,Crane Sunset,Amber,Amber,Amber,Rust,,Yellow,,,,,,,,,,,,,Artisan,,,,,,Brickie,,65.0,56.0,118.0,50.0,43.0,8.0,100.0,58.0,50.0,42.0,42.0,81.0,35.0,40.0,85.0,85.0,0.0,0.0,53.0,Dual,Healer,,,,,,,,,,,,,
85,Wickedblaze,Logistics,Warehouse,Grey,Orange,Rust,Rust,Orange,Yellow,,,,,,,,,,,,,Blind charge,,Equipped,,,,,,79.0,50.0,89.0,30.0,45.0,3.0,100.0,26.0,43.0,55.0,39.0,43.0,43.0,35.0,85.0,85.0,0.0,0.0,47.0,Left,,,,,,,,,,,,,,
86,Groatt,Sand,Desert,Glossy Black,Amber,Desert Camo,Tan,Blue,Blue,Single,,Plasma Blue,,,,,,Dual,Black Tip Kunai,Black Tip Kunai,,Circus knives,Equipped,,,,,Shadow born,,73.0,66.0,63.0,74.0,63.0,71.0,100.0,81.0,76.0,52.0,60.0,59.0,73.0,73.0,85.0,85.0,0.0,0.0,64.0,,,Nylon Fabric Black Worn,,,,,,,,,,,,
87,Wally,Logistics,Brutalist,Orange,Rust,Grey,Orange,,Orange,,,,,,,,,,,,,Healer,,Equipped,,,,Jetburst,,74.0,55.0,87.0,26.0,48.0,-2.0,100.0,26.0,43.0,59.0,33.0,58.0,43.0,35.0,85.0,85.0,0.0,0.0,48.0,Left,,,,,,,,,,,,,,
88,Octavian,Civil,Workshop,Yellow,Grey,Black,White,Purple,Yellow,Single,,Rusty,,,,,,,,,,Artisan,,,,,,Lore lover,,63.0,59.0,112.0,37.0,40.0,10.0,100.0,51.0,45.0,42.0,32.0,56.0,35.0,41.0,90.0,85.0,0.0,0.0,50.0,Left,,,,,,,,,,,,,,
89,Shun,Logistics,Brutalist,Grey,Rust,Rust,Rust,Yellow,Orange,,,,,,,,,,,,,Blind charge,,Equipped,,,,Artisan,,81.0,55.0,110.0,25.0,47.0,-2.0,100.0,26.0,38.0,55.0,29.0,46.0,39.0,35.0,85.0,85.0,0.0,0.0,47.0,Left,Herd immunity,,,,,,,,,,,,,
90,Daniela,Police,Urban,Blue Camo,Black,Black,Dark Blue,Blue,,,,,,,,,,,,,,Artisan,,,,,,Healer,,64.0,59.0,83.0,50.0,45.0,45.0,100.0,54.0,50.0,44.0,45.0,75.0,35.0,42.0,85.0,85.0,0.0,0.0,53.0,Right,,,,,,,,,,,,,,
91,Glen,Sand,Desert,Amber,Desert Camo,Amber,Amber,Green,Yellow,,,,Single,,,,,Single,Black Tip Kunai,,Nylon Fabric Black Worn,Dead eye,Equipped,,,,,Circus knives,,66.0,58.0,68.0,68.0,64.0,73.0,100.0,89.0,81.0,51.0,60.0,59.0,77.0,68.0,85.0,85.0,0.0,0.0,64.0,,Shadow born,Nylon Fabric Black Worn,,,Single,,,Blue,,,,,,
92,Dann,Police,Urban,Blue Camo,Dark Blue,Carbon Grey,Carbon Grey,,Blue,Dual,Shiny,Plasma Blue,,,,,,,,,,Healer,,,,,,,,76.0,69.0,70.0,70.0,47.0,58.0,100.0,64.0,65.0,52.0,56.0,86.0,37.0,49.0,85.0,85.0,0.0,0.0,59.0,Dual,,,,,,,,,,,,,,
93,Hans,Civil,Workshop,Yellow,White,Yellow,Black,,,Single,,Rusty,,,,,,,,,,Herd immunity,,,,,,Healer,,65.0,64.0,99.0,41.0,50.0,-2.0,100.0,43.0,46.0,40.0,35.0,82.0,31.0,41.0,85.0,85.0,0.0,0.0,50.0,Dual,,,,,,,,,,,,,,
94,Galipo,Sand,Desert,Desert Camo,Amber,Amber,Amber,Blue,Blue,,,,Single,Nylon Fabric Black Worn,,,,Single,Black Tip Kunai,,,Javelin,Equipped,Equipped,,,,Shadow born,,80.0,61.0,64.0,70.0,62.0,72.0,100.0,95.0,81.0,63.0,60.0,59.0,79.0,74.0,85.0,85.0,0.0,0.0,66.0,,,,,,Dual,Orange,,Orange,,,,,,
95,Nafeesah,Logistics,Warehouse,Rust,Orange,Grey,Grey,Yellow,,,,,,,,,,,,,,Jetburst,,Equipped,,,,,,74.0,55.0,87.0,27.0,47.0,-1.0,100.0,26.0,43.0,59.0,34.0,44.0,43.0,35.0,85.0,85.0,0.0,0.0,47.0,Left,,,,,,,,,,,,,,
96,Kristie,Civil,Temple Ruins,White,Grey,Yellow,Grey,Purple,Purple,Dual,Rusty,Rusty,,,,,,,,,,Artisan,,,,,,Healer,,65.0,61.0,114.0,41.0,41.0,12.0,100.0,49.0,47.0,43.0,31.0,73.0,35.0,42.0,85.0,85.0,0.0,0.0,51.0,Dual,,,,,,,,,,,,,,
97,Kalamaros,Jungle,Jungle,Army Camo,Green,Carbon Black,Glossy Black,Green,Orange,Dual,Plasma Orange,Plasma Orange,Full,Mesh Swamp Green,,,,Single,Black Tip Kunai,,Mesh Swamp Green,Tarzan,Equipped,,,,,Plasma burn,,87.0,74.0,64.0,77.0,60.0,83.0,100.0,81.0,91.0,57.0,62.0,61.0,63.0,77.0,85.0,85.0,0.0,0.0,67.0,,Shadow born,Mesh Swamp Green,,,,,,,,,,,,
98,Tiela,Construction,Construction Site,Goblin Green,Grey,Amber,Grey,Orange,Yellow,,,,,,,,,,,,,Herd immunity,,,,,,Healer,,69.0,61.0,98.0,50.0,31.0,11.0,100.0,56.0,56.0,53.0,54.0,91.0,25.0,43.0,70.0,85.0,0.0,18.0,54.0,Right,Mortal faith,,,,,,,,,Goblin gripes,,,,
99,Courney,Zen,Lake,Carbon Grey,Glossy White,Gold,Glossy White,White,Red,,,,Single,White High Gloss Silk,,,,,,,,Stalker,Equipped,,,,,Javelin,,81.0,68.0,60.0,80.0,60.0,112.0,100.0,109.0,90.0,53.0,75.0,70.0,74.0,78.0,85.0,85.0,0.0,0.0,71.0,,,,Single,Equipped,Single,White,,,,,,,,
100,Tyara,Citizen,Alley,Urban Camo,Black,Black,Grey,,Orange,Single,,Shiny,,,,,,,,,,Bills kill,,,,,,Healer,,64.0,61.0,75.0,55.0,49.0,30.0,100.0,65.0,59.0,46.0,50.0,78.0,37.0,42.0,90.0,85.0,0.0,0.0,55.0,Right,Lore lover,,,,,,,,,,,,,
101,Pumpkin,Sand,Desert,Tan,Amber,Amber,Tan,Orange,Orange,Dual,Plasma Blue,Plasma Blue,Full,Nylon Fabric Black Worn,,,,Single,,Black Tip Kunai,Nylon Fabric Black Worn,Blind charge,Equipped,Equipped,,,,Bucket and spades,Equipped,105.0,72.0,71.0,74.0,65.0,77.0,100.0,79.0,70.0,73.0,60.0,63.0,63.0,72.0,85.0,85.0,0.0,0.0,67.0,,,,,,,,,,,,,,,
102,Laramy,Citizen,Alley,Electric,Black,Carbon Grey,Carbon Grey,Orange,,Dual,Shiny,Rusty,,,,,,,,,,Lightning struck,,,,,,,,75.0,63.0,65.0,55.0,38.0,42.0,100.0,65.0,59.0,50.0,56.0,60.0,36.0,43.0,75.0,85.0,0.0,17.0,55.0,,,,,,,,,,,,,,,
103,Xirthroman,Police,Urban,Black,Blue Camo,Blue Camo,Black,Blue,,Dual,Shiny,Shiny,,,,,,,,,,Bills kill,,,,,,Healer,,70.0,65.0,67.0,63.0,55.0,50.0,100.0,68.0,66.0,51.0,54.0,79.0,37.0,46.0,85.0,85.0,0.0,0.0,58.0,Right,,,,,,,,,,,,,,
104,Moffett,Citizen,Alley,Urban Camo,Black,Urban Camo,Black,,Orange,,,,,,,,,,,,,Healer,,,,,,,,61.0,58.0,75.0,55.0,55.0,32.0,100.0,51.0,52.0,47.0,53.0,84.0,35.0,40.0,85.0,85.0,0.0,0.0,54.0,Dual,,,,,,,,,,,,,,
105,Takera,Sand,Desert,Tan,Amber,Tan,Desert Camo,Orange,Orange,Single,,Plasma Blue,Single,,,,,,,,Nylon Fabric Black Worn,Artisan,Equipped,Equipped,,,,Jetburst,,90.0,71.0,86.0,49.0,57.0,61.0,100.0,68.0,56.0,70.0,47.0,51.0,55.0,61.0,85.0,85.0,0.0,0.0,61.0,,,,,,,,,,,,,,,
106,Keala,Logistics,Warehouse,Orange,Rust,Orange,Orange,Orange,,,,,,,,,,,,,,,,,,,,,,59.0,50.0,80.0,31.0,43.0,1.0,100.0,30.0,45.0,36.0,37.0,41.0,35.0,35.0,85.0,85.0,0.0,0.0,44.0,,,,,,,,,,,,,,,
107,Nauroth,Jungle,Jungle,Glossy Black,Green,Green,Carbon Black,Orange,Orange,,,,Single,,,,,,,,Mesh Swamp Green,Javelin,Equipped,,,,,,,68.0,61.0,64.0,65.0,56.0,74.0,100.0,81.0,81.0,46.0,59.0,58.0,56.0,62.0,85.0,85.0,0.0,0.0,61.0,,,Mesh Swamp Green,,,Single,,,Blue,,,,,,
108,Juliet,Logistics,Brutalist,Rust,Orange,Rust,Orange,Yellow,Yellow,,,,,,,,,,,,,,,Equipped,,,,,,74.0,55.0,88.0,29.0,46.0,2.0,100.0,25.0,42.0,45.0,33.0,42.0,43.0,35.0,85.0,85.0,0.0,0.0,46.0,Left,,,,,,,,,,,,,,
109,Argawal,Snow,Arctic,White,White,White,Snow Camo,Yellow,Blue,,,,Single,Mesh Maroon,,,,Single,,Black Tip Kunai,,Blizzard strong,Equipped,,,,,Dead eye,,72.0,59.0,67.0,49.0,60.0,66.0,100.0,67.0,57.0,42.0,50.0,50.0,71.0,62.0,85.0,85.0,0.0,0.0,58.0,,Shadow born,Mesh Maroon,,,,,,,,,,,,
110,Speio,Police,Urban,Dark Blue,Carbon Grey,Dark Blue,Blue Camo,Blue,,Dual,Plasma Blue,Shiny,,,,,,,,,,Bills kill,,,,,,Healer,,76.0,69.0,70.0,74.0,46.0,56.0,100.0,73.0,70.0,49.0,53.0,82.0,39.0,49.0,85.0,85.0,0.0,0.0,60.0,Dual,,,,,,,,,,,,,,
111,Iannelli,Logistics,Brutalist,Grey,Grey,Rust,Orange,Orange,Orange,,,,,,,,,,,,,,,Equipped,,,,,,74.0,55.0,87.0,23.0,46.0,-1.0,100.0,23.0,39.0,45.0,31.0,34.0,43.0,35.0,85.0,85.0,0.0,0.0,45.0,,,,,,,,,,,,,,,
112,Jessika,Police,Urban,Dark Blue,Dark Blue,Carbon Grey,Black,Blue,,,,,,,,,,,,,,Artisan,,,,,,Healer,,65.0,59.0,80.0,59.0,49.0,51.0,100.0,59.0,53.0,42.0,49.0,77.0,35.0,42.0,85.0,85.0,0.0,0.0,55.0,Left,,,,,,,,,,,,,,
113,Sophat,Construction,Construction Site,Rust,Grey,Grey,Grey,Yellow,Orange,,,,,,,,,,,,,Brickie,,,,,,,,65.0,56.0,97.0,25.0,40.0,0.0,100.0,38.0,38.0,41.0,37.0,45.0,35.0,40.0,85.0,85.0,0.0,0.0,46.0,,,,,,,,,,,,,,,
114,Eren,Construction,Crane Sunset,Grey,Grey,Grey,Grey,Yellow,Orange,,,,,,,,,,,,,Artisan,,Equipped,,,,,,75.0,61.0,113.0,28.0,44.0,1.0,100.0,43.0,40.0,49.0,32.0,51.0,43.0,40.0,85.0,85.0,0.0,0.0,49.0,Left,,,,,,,,,,,,,,
115,Apalla,Sand,Desert,Tan,Amber,Tan,Desert Camo,Green,Blue,,,,,,,,,Dual,Black Tip Kunai,Black Tip Kunai,,Bucket and spades,Equipped,Equipped,,,,Mortal faith,,85.0,60.0,69.0,59.0,61.0,62.0,100.0,72.0,73.0,63.0,52.0,51.0,85.0,74.0,80.0,85.0,0.0,0.0,63.0,,Circus knives,,,,Single,,,Blue,,Shadow born,,,,
116,Mone,Jungle,Jungle,Carbon Black,Carbon Black,Spectrum Glaze,Green,Orange,Orange,,,,Single,Mesh Swamp Green,,,,Single,,Black Tip Kunai,,Circus knives,Equipped,,,,,Shadow born,,70.0,58.0,65.0,68.0,56.0,80.0,100.0,79.0,87.0,48.0,62.0,60.0,72.0,68.0,85.0,85.0,0.0,8.0,64.0,,,Mesh Swamp Green,,,Single,,,Blue,,,,,,
117,Labaton,Sand,Desert,Tan,Amber,Amber,Tan,Green,Blue,Single,,Plasma Orange,,,,,,Dual,Black Tip Kunai,Black Tip Kunai,,Circus knives,Equipped,,,,,Shadow born,,73.0,64.0,69.0,66.0,57.0,63.0,100.0,74.0,68.0,49.0,54.0,53.0,73.0,73.0,85.0,85.0,0.0,0.0,61.0,,,Nylon Fabric Black Worn,,,,,,,,,,,,
118,Decimate,Snow,Arctic,Glossy White,Glossy White,White,Snow Camo,Green,Green,,,,Single,Mesh Maroon,,,,Single,Black Tip Kunai,,,,Equipped,Equipped,,,,,,82.0,67.0,65.0,58.0,52.0,63.0,100.0,65.0,59.0,50.0,56.0,56.0,65.0,62.0,85.0,85.0,0.0,0.0,59.0,,,,,,,,,,,,,,,
119,Jermarcus,Civil,Temple Ruins,Black,White,White,Yellow,Yellow,Purple,Single,,Rusty,,,,,,,,,,Artisan,,,,,,Healer,,63.0,59.0,111.0,37.0,41.0,10.0,100.0,49.0,46.0,42.0,32.0,68.0,35.0,41.0,85.0,85.0,0.0,0.0,50.0,Left,,,,,,,,,,,,,,
120,Vittorio,Hunter,Cave,Urban Camo,Silver,Silver Stripe,Urban Camo,Red,Red,Single,,Plasma Blue,Single,,,,,Single,,EMP Kunai,Mesh Black,Conceled,Equipped,Equipped,,,,EMP blast,,116.0,78.0,60.0,94.0,95.0,95.0,100.0,94.0,82.0,87.0,65.0,65.0,93.0,78.0,85.0,85.0,0.0,3.0,76.0,,Starkware,,Single,,,,,,,Jetburst,,,,Equipped
121,Alivandivafa,Police,Urban,Carbon Grey,Dark Blue,Carbon Grey,Blue Camo,,Blue,,,,,,,,,,,,,Artisan,,,,,,,,67.0,59.0,80.0,58.0,44.0,52.0,100.0,59.0,53.0,42.0,49.0,62.0,35.0,42.0,85.0,85.0,0.0,0.0,54.0,Right,,,,,,,,,,,,,,
122,Astrue,Logistics,Warehouse,Rust,Rust,Orange,Grey,Yellow,Yellow,,,,,,,,,,,,,Blind charge,,Equipped,,,,Mortal faith,,79.0,50.0,84.0,26.0,46.0,2.0,100.0,25.0,46.0,62.0,39.0,37.0,43.0,35.0,80.0,85.0,0.0,0.0,47.0,,,,,,,,,,,,,,,
123,Ainsel,Police,Urban,Black,Black,Blue Camo,Carbon Grey,Blue,,Dual,Shiny,Plasma Blue,,,,,,,,,,Healer,,,,,,Toughstuff,Equipped,74.0,68.0,69.0,79.0,45.0,49.0,100.0,58.0,59.0,52.0,50.0,89.0,36.0,49.0,85.0,85.0,0.0,0.0,58.0,Left,,,,,,,,,,,,,,
124,Revelina,Police,Urban,Blue Camo,Blue Camo,Black,Carbon Grey,,Blue,Single,,Plasma Blue,,,,,,,,,,,,,,,,,Equipped,71.0,65.0,71.0,73.0,45.0,55.0,100.0,61.0,63.0,55.0,57.0,82.0,36.0,47.0,85.0,85.0,0.0,0.0,58.0,Dual,,,,,,,,,,,,,,
125,Kaja,Citizen,Alley,Black,Urban Camo,Urban Camo,,Orange,,Single,,Rusty,,,,,,,,,,Herd immunity,,,,,,Healer,,69.0,65.0,79.0,51.0,52.0,26.0,100.0,53.0,54.0,48.0,48.0,87.0,31.0,41.0,85.0,85.0,0.0,0.0,54.0,Dual,,,,,,,,,,,,,,
126,Laterrance,Citizen,Alley,Carbon Grey,Urban Camo,Urban Camo,,,Orange,,,,,,,,,,,,,Herd immunity,,,,,,Healer,,69.0,63.0,77.0,55.0,51.0,32.0,100.0,55.0,55.0,48.0,52.0,90.0,31.0,40.0,85.0,85.0,0.0,0.0,55.0,Dual,,,,,,,,,,,,,,
127,Obrien,Construction,Construction Site,Amber,Rust,Amber,Amber,,,,,,,,,,,,,,,Healer,,Equipped,,,,Jetburst,,75.0,61.0,96.0,37.0,52.0,-3.0,100.0,46.0,46.0,63.0,40.0,76.0,43.0,40.0,85.0,85.0,0.0,0.0,52.0,Dual,,,,,,,,,,,,,,
128,Letticia,Sand,Desert,Desert Camo,Tan,Tan,Tan,Orange,Yellow,Single,,Plasma Yellow,,,,,,Single,,Black Tip Kunai,,Circus knives,Equipped,Equipped,,,,,,89.0,69.0,70.0,58.0,54.0,55.0,100.0,67.0,66.0,59.0,53.0,53.0,72.0,67.0,85.0,85.0,0.0,0.0,61.0,,,,,,,,,,,,,,,
129,Renetta,Construction,Construction Site,Rust,Amber,Rust,Grey,,Yellow,,,,,,,,,,,,,Healer,,Equipped,,,,,,75.0,61.0,93.0,33.0,49.0,-1.0,100.0,42.0,42.0,49.0,39.0,68.0,43.0,40.0,85.0,85.0,0.0,0.0,50.0,Right,,,,,,,,,,,,,,
130,Agravaine,Construction,Crane Sunset,Grey,Grey,Grey,Rust,Yellow,Yellow,,,,,,,,,,,,,Brickie,,,,,,,,65.0,56.0,103.0,28.0,40.0,0.0,100.0,38.0,39.0,41.0,36.0,50.0,35.0,40.0,85.0,85.0,0.0,0.0,47.0,Right,,,,,,,,,,,,,,
131,Stepheny,Construction,Crane Sunset,Rust,Amber,Amber,Amber,Orange,Orange,,,,,,,,,,,,,Trust in rust,,Equipped,,,,,,75.0,61.0,100.0,38.0,46.0,9.0,100.0,49.0,46.0,50.0,42.0,61.0,43.0,40.0,90.0,85.0,0.0,0.0,52.0,Dual,,,,,,,,,,,,,,
132,Berserker,Construction,Construction Site,Amber,Grey,Rust,Amber,Orange,,,,,,,,,,,,,,Brickie,,Equipped,,,,,,80.0,61.0,94.0,30.0,49.0,-1.0,100.0,44.0,43.0,49.0,40.0,48.0,43.0,40.0,85.0,85.0,0.0,0.0,49.0,,,,,,,,,,,,,,,
133,Isabel,Citizen,Alley,Blue Jelly,Rust,Rust,Carbon Grey,Orange,Orange,Dual,Rusty,Rusty,,,,,,,,,,Artisan,,,,,,Healer,,66.0,72.0,93.0,64.0,36.0,39.0,100.0,56.0,55.0,43.0,54.0,84.0,35.0,42.0,85.0,85.0,0.0,20.0,57.0,Dual,Bluefeels,,,,,,,,,,,,,
134,Bjelajac,Construction,Construction Site,Amber,Rust,Grey,Grey,Orange,Orange,,,,,,,,,,,,,,,Equipped,,,,,,75.0,61.0,91.0,31.0,45.0,5.0,100.0,44.0,43.0,50.0,42.0,49.0,43.0,40.0,85.0,85.0,0.0,0.0,49.0,,,,,,,,,,,,,,,
135,Jaida,Construction,Crane Sunset,Rust,Rust,Grey,,Yellow,Yellow,,,,,,,,,,,,,Brickie,,Equipped,,,,,,84.0,61.0,95.0,18.0,46.0,-6.0,100.0,37.0,38.0,49.0,31.0,39.0,43.0,40.0,85.0,85.0,0.0,0.0,47.0,,,,,,,,,,,,,,,
136,Ladina,Logistics,Brutalist,Orange,Orange,Grey,,,,,,,,,,,,,,,,Blind charge,,Equipped,,,,Herd immunity,,85.0,55.0,86.0,27.0,48.0,-6.0,100.0,31.0,48.0,68.0,38.0,52.0,39.0,35.0,85.0,85.0,0.0,0.0,49.0,Left,Jetburst,,,,,,,,,,,,,
137,Nickisha,Civil,Temple Ruins,Grey,Yellow,White,,,Purple,Dual,Rusty,Rusty,,,,,,,,,,,,,,,,,,69.0,61.0,97.0,36.0,44.0,-1.0,100.0,44.0,47.0,42.0,30.0,53.0,35.0,42.0,85.0,85.0,0.0,0.0,48.0,Dual,,,,,,,,,,,,,,
138,Elayne,Jungle,Jungle,Army Camo,Green,Carbon Black,Green,Green,Green,,,,Single,,,,,Single,Black Tip Kunai,,Mesh Swamp Green,Circus knives,,Equipped,,,,Starkware,,87.0,62.0,65.0,71.0,54.0,72.0,100.0,81.0,86.0,68.0,60.0,59.0,77.0,73.0,85.0,85.0,0.0,0.0,66.0,,,,,,Dual,Orange,,Green,,,,,,
139,Intrepidus,Civil,Workshop,Yellow,Black,Grey,White,,Purple,Single,,Rusty,,,,,,,,,,Artisan,,,,,,,,63.0,59.0,112.0,40.0,43.0,5.0,100.0,47.0,45.0,41.0,30.0,58.0,35.0,41.0,85.0,85.0,0.0,0.0,49.0,Dual,,,,,,,,,,,,,,
140,Nabiel,Zen,Lake,Carbon Black,Platinum,Platinum,Glossy Black,White,Red,,,,Single,,,,,Single,EMP Kunai,,White High Gloss Silk,Blessed one,Equipped,,,,,Javelin,,73.0,59.0,60.0,105.0,44.0,136.0,100.0,129.0,101.0,48.0,89.0,77.0,77.0,78.0,85.0,85.0,0.0,0.0,75.0,,EMP blast,White High Gloss Silk,,,Single,,,White,,,,,,
141,Antuane,Jungle,Jungle,Glossy Black,Army Camo,Glossy Black,Carbon Black,Orange,Yellow,,,,Full,Mesh Swamp Green,,,,Single,Black Tip Kunai,,Mesh Swamp Green,Javelin,Equipped,,,,,Circus knives,,66.0,61.0,64.0,71.0,66.0,83.0,100.0,94.0,105.0,54.0,61.0,61.0,81.0,74.0,85.0,85.0,0.0,0.0,67.0,,Shadow born,Mesh Swamp Green,,,Dual,Blue,,Orange,,,,,,
142,Pricila,Jungle,Jungle,Army Camo,Army Camo,Split Allocation,Army Camo,Orange,Orange,,,,Single,Mesh Swamp Green,,,,Dual,Black Tip Kunai,Black Tip Kunai,,Tarzan,,,,,,Circus knives,,70.0,56.0,64.0,82.0,45.0,79.0,100.0,92.0,96.0,59.0,68.0,68.0,73.0,81.0,85.0,85.0,0.0,5.0,67.0,,Shadow born,,,,Dual,Blue,,Green,,,,,,
143,Gloom,Defender,Laboratory,Glossy Black,Glossy Black,Silver,Glossy White,Blue,Blue,,,,,,,,,,,,,Enabler,,,,,,,,81.0,81.0,60.0,76.0,42.0,80.0,97.0,83.0,75.0,44.0,66.0,64.0,64.0,71.0,85.0,85.0,0.0,0.0,64.0,,,,,,Single,,Equipped,White,,,,,,
144,Lia,Sand,Desert,Desert Camo,Desert Camo,Desert Camo,Tan,Blue,Orange,Dual,Plasma Yellow,Plasma Yellow,Single,,,,,Single,,Black Tip Kunai,Nylon Fabric Black Worn,Bucket and spades,,,,,,Plasma burn,,87.0,74.0,63.0,81.0,64.0,84.0,100.0,82.0,81.0,63.0,65.0,65.0,61.0,76.0,85.0,85.0,0.0,0.0,68.0,,Circus knives,Nylon Fabric Black Worn,,,,,,,,,,,,
145,Boneflare,Construction,Construction Site,Grey,Rust,Grey,Rust,,,,,,,,,,,,,,,,,Equipped,,,,,,75.0,61.0,98.0,29.0,52.0,-11.0,100.0,36.0,39.0,47.0,32.0,54.0,43.0,40.0,85.0,85.0,0.0,0.0,48.0,Dual,,,,,,,,,,,,,,
146,Mgegira,Construction,Crane Sunset,Grey,Amber,Rust,Grey,Orange,,,,,,,,,,,,,,Starkware,,Equipped,,,,,,80.0,61.0,94.0,34.0,48.0,0.0,100.0,43.0,43.0,54.0,40.0,54.0,48.0,40.0,85.0,85.0,0.0,0.0,51.0,Right,,,,,,,,,,,,,,
147,Patches,Snow,Arctic,Glossy White,Glossy White,Snow Camo,Glossy White,Blue,Orange,Dual,Plasma Yellow,Plasma Yellow,Single,,,,,Single,,Black Tip Kunai,Mesh Maroon,Dead eye,Equipped,Equipped,,,,Circus knives,Equipped,95.0,80.0,62.0,78.0,51.0,73.0,100.0,92.0,88.0,80.0,61.0,70.0,85.0,72.0,85.0,85.0,0.0,0.0,70.0,,Jetburst,,,,,,,,,,,,,
148,Tameny,Snow,Arctic,Glossy White,Snow Camo,Glossy White,Glossy White,Blue,Orange,,,,Full,Mesh Maroon,,,,Single,Black Tip Kunai,,Mesh Maroon,Javelin,Equipped,,,,,Circus knives,,66.0,62.0,62.0,68.0,50.0,81.0,100.0,87.0,80.0,50.0,61.0,61.0,88.0,68.0,85.0,85.0,0.0,0.0,64.0,,,Mesh Maroon,,,Single,,,Blue,,,,,,
149,Ryne,Jungle,Jungle,Carbon Black,Army Camo,Army Camo,Glossy Black,Yellow,Yellow,,,,Full,Mesh Swamp Green,,,,Single,,Black Tip Kunai,Mesh Swamp Green,,Equipped,Equipped,,,,,,84.0,64.0,64.0,67.0,63.0,73.0,100.0,71.0,76.0,58.0,64.0,63.0,60.0,62.0,85.0,85.0,0.0,0.0,63.0,,,,,,,,,,,,,,,
